Time	u1	u2	u3	u555	u444	u5	u4	F	u 5.2
3771.00	29.9	22.8	22.9	-0.5	-0.3	0.5	0.3	38.6	40.29
3776.00	30.1	22.9	23	-0.5	-0.3	0.5	0.3	38.9	40.42
3781.00	30.2	23	23.1	-0.5	-0.3	0.5	0.3	39.1	40.56
3786.00	30.4	23.1	23.3	-0.5	-0.3	0.5	0.3	39.4	40.68
3791.00	30.6	23.2	23.4	-0.5	-0.3	0.5	0.3	39.6	40.81
3796.00	30.7	23.4	23.5	-0.5	-0.3	0.5	0.3	39.9	40.98
3801.00	30.9	23.5	23.6	-0.5	-0.3	0.5	0.3	40.1	41.11
3806.00	31.1	23.7	23.8	-0.5	-0.3	0.5	0.3	40.4	41.23
3811.00	31.3	23.8	23.9	-0.5	-0.3	0.5	0.3	40.6	41.37
3816.00	31.4	23.9	24.1	-0.5	-0.3	0.5	0.3	40.9	41.52
3821.00	31.6	24.1	24.1	-0.5	-0.3	0.5	0.3	41.1	41.67
3826.00	31.7	24.2	24.2	-0.5	-0.3	0.5	0.3	41.3	41.8
3831.00	31.9	24.3	24.3	-0.5	-0.3	0.5	0.3	41.6	41.92
3836.00	32.1	24.4	24.6	-0.5	-0.3	0.5	0.3	41.9	42.09
3841.00	32.3	24.6	24.7	-0.5	-0.3	0.5	0.3	42.1	42.21
3846.00	32.5	24.7	24.8	-0.5	-0.3	0.5	0.3	42.3	42.36
3851.00	32.6	24.8	25	-0.5	-0.3	0.5	0.3	42.6	42.49
3856.00	32.8	25	25.1	-0.5	-0.3	0.5	0.3	42.8	42.66
3861.00	33	25.1	25.2	-0.5	-0.3	0.5	0.3	43.1	42.78
3866.00	33.1	25.3	25.4	-0.5	-0.3	0.5	0.3	43.3	42.91
3871.00	33.3	25.4	25.5	-0.5	-0.3	0.5	0.3	43.6	43.06
3876.00	33.5	25.5	25.7	-0.5	-0.3	0.5	0.3	43.8	43.23
3881.00	33.7	25.6	25.8	-0.5	-0.3	0.5	0.3	44.1	43.36
3886.00	33.8	25.8	25.9	-0.5	-0.3	0.5	0.3	44.3	43.51
3891.00	34.1	25.9	26.1	-0.5	-0.3	0.5	0.3	44.6	43.65
3896.00	34.3	26	26.2	-0.6	-0.3	0.6	0.3	44.8	43.81
3901.00	34.4	26.2	26.3	-0.6	-0.3	0.6	0.3	45.1	43.95
3906.00	34.6	26.3	26.5	-0.6	-0.3	0.6	0.3	45.3	44.08
3911.00	34.8	26.5	26.6	-0.6	-0.3	0.6	0.3	45.5	44.23
3916.00	35	26.6	26.8	-0.6	-0.3	0.6	0.3	45.8	44.4
3921.00	35.1	26.8	26.9	-0.6	-0.3	0.6	0.3	46.1	44.55
3926.00	35.4	26.9	27	-0.6	-0.3	0.6	0.3	46.3	44.68
3931.00	35.5	27.1	27.2	-0.6	-0.3	0.6	0.3	46.5	44.83
3936.00	35.7	27.2	27.4	-0.6	-0.3	0.6	0.3	46.8	45
3941.00	35.9	27.4	27.5	-0.6	-0.3	0.6	0.3	47	45.15
3946.00	36.1	27.5	27.7	-0.6	-0.3	0.6	0.3	47.3	45.3
3951.00	36.2	27.7	27.8	-0.6	-0.3	0.6	0.3	47.5	45.46
3956.00	36.5	27.9	27.9	-0.6	-0.3	0.6	0.3	47.8	45.63
3961.00	36.7	28	28.1	-0.6	-0.3	0.6	0.3	48	45.76
3966.00	36.8	28.1	28.3	-0.6	-0.3	0.6	0.3	48.3	45.91
3971.00	37.1	28.3	28.4	-0.6	-0.3	0.6	0.3	48.5	46.06
3976.00	37.2	28.4	28.6	-0.6	-0.3	0.6	0.3	48.8	46.24
3981.00	37.4	28.5	28.7	-0.6	-0.3	0.6	0.3	49	46.38
3986.00	37.6	28.6	28.8	-0.6	-0.3	0.6	0.3	49.3	46.54
3991.00	37.8	28.8	29	-0.6	-0.3	0.6	0.3	49.5	46.69
3996.00	38	29	29.1	-0.6	-0.3	0.6	0.3	49.8	46.89
4001.00	38.2	29.2	29.3	-0.6	-0.3	0.6	0.3	50	47.04
4006.00	38.4	29.3	29.5	-0.6	-0.3	0.6	0.3	50.3	47.17
4011.00	38.6	29.5	29.6	-0.6	-0.3	0.6	0.3	50.5	47.32
4016.00	38.9	29.6	29.8	-0.6	-0.3	0.6	0.3	50.8	47.5
4021.00	39	29.8	29.9	-0.6	-0.3	0.6	0.3	51	47.65
4026.00	39.2	30	30.1	-0.6	-0.3	0.6	0.3	51.3	47.8
4031.00	39.4	30.2	30.3	-0.6	-0.3	0.6	0.3	51.5	47.98
4036.00	39.6	30.3	30.5	-0.6	-0.3	0.6	0.3	51.8	48.15
4041.00	39.8	30.5	30.6	-0.6	-0.3	0.6	0.3	52	48.33
4046.00	40	30.6	30.8	-0.7	-0.3	0.7	0.3	52.2	48.49
4051.00	40.2	30.7	30.9	-0.7	-0.3	0.7	0.3	52.5	48.64
4056.00	40.5	31	31.1	-0.7	-0.3	0.7	0.3	52.8	48.84
4061.00	40.7	31.1	31.3	-0.7	-0.4	0.7	0.4	53	49
4066.00	40.9	31.3	31.4	-0.7	-0.4	0.7	0.4	53.3	49.18
4071.00	41.1	31.4	31.6	-0.7	-0.4	0.7	0.4	53.5	49.35
4076.00	41.4	31.6	31.8	-0.7	-0.4	0.7	0.4	53.8	49.53
4081.00	41.6	31.8	32	-0.7	-0.4	0.7	0.4	54	49.69
4086.00	41.8	31.9	32.1	-0.7	-0.4	0.7	0.4	54.3	49.87
4091.00	42	32.1	32.4	-0.7	-0.4	0.7	0.4	54.5	50.04
4096.00	42.2	32.3	32.5	-0.7	-0.4	0.7	0.4	54.8	50.25
4101.00	42.5	32.5	32.7	-0.7	-0.4	0.7	0.4	55	50.43
4106.00	42.7	32.7	32.9	-0.7	-0.4	0.7	0.4	55.2	50.61
4111.00	42.9	32.9	33.1	-0.8	-0.4	0.8	0.4	55.5	50.79
4116.00	43.2	33.1	33.3	-0.8	-0.4	0.8	0.4	55.8	51.01
4121.00	43.5	33.2	33.6	-0.8	-0.4	0.8	0.4	56	51.18
4126.00	43.7	33.4	33.8	-0.8	-0.4	0.8	0.4	56.2	51.37
4131.00	44	33.6	34	-0.8	-0.4	0.8	0.4	56.5	51.55
4136.00	44.3	33.9	34.2	-0.8	-0.4	0.8	0.4	56.8	51.79
4141.00	44.5	34.1	34.5	-0.9	-0.4	0.9	0.4	57	51.99
4146.00	44.8	34.2	34.8	-0.9	-0.4	0.9	0.4	57.2	52.18
4151.00	45.1	34.5	35.1	-0.9	-0.4	0.9	0.4	57.4	52.39
4156.00	45.5	34.8	35.5	-1	-0.4	1	0.4	57.7	52.66
4161.00	45.9	35	36	-1	-0.4	1	0.4	58	52.9
4166.00	46.2	35.3	36.3	-1.1	-0.4	1.1	0.4	58.2	53.19
4171.00	46.8	35.5	36.9	-1.1	-0.4	1.1	0.4	58.4	53.52
4176.00	47.4	36	37.7	-1.2	-0.4	1.2	0.4	58.7	53.94
4181.00	48.2	36.4	38.8	-1.2	-0.4	1.2	0.4	58.9	54.43
4186.00	49.5	37.1	40.5	-1.5	-0.4	1.5	0.4	59	55.12
