Time	u1	u2	u3	u555	u444	u5	u4	F	u 5.2
0.00	0	0	0	0	0	0	0	0	0
1.00	0.4	0.4	0.5	-0.2	0	0.2	0	0.1	9.91
6.00	0.4	0.4	0.5	-0.2	0	0.2	0	0.1	9.91
11.00	0.4	0.4	0.5	-0.2	0	0.2	0	0.2	9.91
16.00	0.5	0.4	0.5	-0.2	0	0.2	0	0.4	9.91
21.00	0.5	0.4	0.6	-0.2	0	0.2	0	0.5	9.96
26.00	0.6	0.5	0.6	-0.2	0	0.2	0	0.6	10.03
31.00	0.7	0.5	0.7	-0.2	0	0.2	0	0.7	10.09
36.00	0.8	0.6	0.7	-0.2	0	0.2	0	0.9	10.17
41.00	0.8	0.6	0.9	-0.2	0	0.2	0	1	10.27
46.00	1	0.7	0.9	-0.2	0	0.2	0	1.1	10.36
51.00	1	0.8	1	-0.2	0	0.2	0	1.3	10.45
56.00	1.1	0.9	1	-0.2	0	0.2	0	1.4	10.57
61.00	1.2	0.9	1.1	-0.2	0	0.2	0	1.5	10.65
66.00	1.3	1	1.1	-0.2	0	0.2	0	1.7	10.71
71.00	1.4	1	1.2	-0.2	0	0.2	0	1.8	10.78
76.00	1.5	1.1	1.2	-0.2	0	0.2	0	1.9	10.86
81.00	1.6	1.2	1.3	-0.2	0	0.2	0	2	10.92
86.00	1.6	1.3	1.4	-0.2	0	0.2	0	2.1	10.98
91.00	1.7	1.3	1.4	-0.2	0	0.2	0	2.2	11.05
96.00	1.8	1.4	1.5	-0.2	0	0.2	0	2.4	11.13
101.00	1.9	1.5	1.6	-0.2	0	0.2	0	2.5	11.2
106.00	2	1.6	1.7	-0.2	0	0.2	0	2.6	11.26
111.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
116.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
121.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
126.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
131.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
136.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.31
141.00	2	1.6	1.8	-0.2	0	0.2	0	2.7	11.34
146.00	2.2	1.6	1.8	-0.2	0	0.2	0	2.9	11.41
151.00	2.3	1.7	1.9	-0.2	0	0.2	0	3	11.47
156.00	2.4	1.8	2	-0.2	0	0.2	0	3.1	11.55
161.00	2.4	1.8	2	-0.2	0	0.2	0	3.2	11.61
166.00	2.5	1.9	2.1	-0.2	0	0.2	0	3.4	11.68
171.00	2.6	1.9	2.1	-0.2	0	0.2	0	3.5	11.76
176.00	2.7	2	2.2	-0.2	0	0.2	0	3.6	11.83
181.00	2.7	2.1	2.3	-0.2	0	0.2	0	3.8	11.89
186.00	2.9	2.1	2.4	-0.2	0	0.2	0	3.9	11.95
191.00	2.9	2.2	2.5	-0.2	0	0.2	0	4	12.03
196.00	3	2.3	2.5	-0.2	0	0.2	0	4.1	12.1
201.00	3.1	2.4	2.6	-0.2	0	0.2	0	4.2	12.18
206.00	3.2	2.5	2.7	-0.2	0	0.2	0	4.3	12.24
211.00	3.3	2.5	2.7	-0.2	0	0.2	0	4.5	12.33
216.00	3.4	2.6	2.8	-0.2	0	0.2	0	4.6	12.4
221.00	3.5	2.6	2.8	-0.2	0	0.2	0	4.7	12.46
226.00	3.6	2.7	2.9	-0.2	0	0.2	0	4.9	12.54
231.00	3.7	2.7	3	-0.2	0	0.2	0	5	12.63
236.00	3.7	2.8	3.1	-0.2	0	0.2	0	5.1	12.72
241.00	3.8	2.9	3.2	-0.2	0	0.2	0	5.2	12.79
246.00	4	3	3.2	-0.2	0	0.2	0	5.3	12.87
251.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.9
256.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.9
261.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.9
266.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.91
271.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.91
276.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.91
281.00	4	3	3.3	-0.2	0	0.2	0	5.4	12.91
286.00	4	3	3.3	-0.2	0	0.2	0	5.3	12.91
291.00	4	3	3.3	-0.2	0	0.2	0	5.2	12.91
296.00	4	3	3.3	-0.2	0	0.2	0	5.1	12.91
301.00	4	3	3.3	-0.2	0	0.2	0	4.9	12.91
306.00	4	3	3.3	-0.2	0	0.2	0	4.8	12.91
311.00	4	3	3.2	-0.2	0	0.2	0	4.7	12.82
316.00	4	2.9	3.3	-0.2	0	0.2	0	4.6	12.73
321.00	4	2.9	3.3	-0.2	0	0.2	0	4.5	12.64
326.00	3.8	2.8	3.3	-0.2	0	0.2	0	4.3	12.57
331.00	3.8	2.7	3.3	-0.2	0	0.2	0	4.2	12.49
336.00	3.7	2.7	3.3	-0.2	0	0.2	0	4.1	12.4
341.00	3.7	2.7	3.2	-0.2	0	0.2	0	4	12.33
346.00	3.6	2.6	3.2	-0.2	0	0.2	0	3.8	12.28
351.00	3.5	2.6	3.1	-0.2	0	0.2	0	3.7	12.21
356.00	3.4	2.5	3	-0.2	0	0.2	0	3.6	12.12
361.00	3.3	2.5	2.9	-0.2	0	0.2	0	3.5	12.07
366.00	3.2	2.4	2.9	-0.2	0	0.2	0	3.4	12.01
371.00	3.2	2.3	2.8	-0.2	0	0.2	0	3.2	11.94
376.00	3.1	2.2	2.7	-0.2	0	0.2	0	3.1	11.89
381.00	3	2.2	2.7	-0.2	0	0.2	0	3	11.82
386.00	2.9	2.1	2.6	-0.2	0	0.2	0	2.8	11.76
391.00	2.9	2	2.6	-0.2	0	0.2	0	2.7	11.68
396.00	2.8	2	2.5	-0.2	0	0.2	0	2.7	11.65
401.00	2.8	2	2.5	-0.2	0	0.2	0	2.9	11.65
406.00	2.8	2	2.5	-0.2	0	0.2	0	3	11.65
411.00	2.8	2	2.5	-0.2	0	0.2	0	3.1	11.65
416.00	2.8	2	2.5	-0.2	0	0.2	0	3.2	11.68
421.00	2.9	2	2.6	-0.2	0	0.2	0	3.4	11.76
426.00	2.9	2.1	2.6	-0.2	0	0.2	0	3.5	11.82
431.00	2.9	2.2	2.6	-0.2	0	0.2	0	3.6	11.88
436.00	3	2.2	2.5	-0.2	0	0.2	0	3.8	11.94
441.00	3.1	2.3	2.6	-0.2	0	0.2	0	3.9	12.01
446.00	3.1	2.4	2.6	-0.2	0	0.2	0	4	12.12
451.00	3.2	2.5	2.7	-0.2	0	0.2	0	4.1	12.19
456.00	3.3	2.5	2.8	-0.2	0	0.2	0	4.2	12.31
461.00	3.4	2.6	2.8	-0.2	0	0.2	0	4.3	12.4
466.00	3.5	2.6	2.9	-0.2	0	0.2	0	4.5	12.46
471.00	3.6	2.7	2.9	-0.2	0	0.2	0	4.6	12.54
476.00	3.7	2.7	3	-0.2	0	0.2	0	4.7	12.61
481.00	3.7	2.8	3.1	-0.2	0	0.2	0	4.9	12.67
486.00	3.8	2.8	3.2	-0.2	0	0.2	0	5	12.75
491.00	3.9	2.9	3.2	-0.2	0	0.2	0	5.1	12.81
496.00	4	3	3.3	-0.2	0	0.2	0	5.2	12.88
501.00	4.1	3	3.4	-0.2	0	0.2	0	5.3	12.94
506.00	4.2	3.1	3.4	-0.2	0	0.2	0	5.5	13.02
511.00	4.3	3.1	3.5	-0.2	0	0.2	0	5.6	13.09
516.00	4.3	3.3	3.6	-0.2	0	0.2	0	5.7	13.17
521.00	4.4	3.3	3.6	-0.2	0	0.2	0	5.9	13.24
526.00	4.6	3.4	3.7	-0.2	0	0.2	0	6	13.32
531.00	4.7	3.5	3.8	-0.2	0	0.2	0	6.1	13.38
536.00	4.8	3.6	3.9	-0.2	0	0.2	0	6.2	13.47
541.00	4.9	3.7	4	-0.2	0	0.2	0	6.3	13.54
546.00	5	3.7	4	-0.2	0	0.2	0	6.4	13.62
551.00	5.1	3.8	4.1	-0.2	0	0.2	0	6.6	13.71
556.00	5.2	3.9	4.2	-0.2	0	0.2	0	6.7	13.77
561.00	5.3	4	4.3	-0.2	0	0.2	0	6.8	13.87
566.00	5.3	4	4.3	-0.2	0	0.2	0	6.9	13.93
571.00	5.4	4.1	4.3	-0.2	0	0.2	0	7.1	14.01
576.00	5.6	4.2	4.4	-0.2	0	0.2	0	7.2	14.1
581.00	5.6	4.2	4.5	-0.2	0	0.2	0	7.3	14.29
586.00	5.7	4.2	4.5	-0.2	-0.1	0.2	0.1	7.3	16.12
591.00	5.7	4.3	4.6	-0.2	-0.1	0.2	0.1	7.4	18.97
596.00	6.1	4.7	4.8	-0.2	-0.1	0.2	0.1	8.2	21.12
601.00	6.2	4.7	5	-0.2	-0.1	0.2	0.1	7.9	20.98
606.00	6.2	4.7	5	-0.2	-0.1	0.2	0.1	8	20.98
611.00	6.2	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.03
616.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.04
621.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.04
626.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.04
631.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.04
636.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.04
641.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.06
646.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.06
651.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.06
656.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.06
661.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.06
666.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.07
671.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.07
676.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.07
681.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.07
686.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.09
691.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.09
696.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.09
701.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.09
706.00	6.3	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.09
711.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.09
716.00	6.3	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.09
721.00	6.3	4.7	5	-0.2	-0.1	0.2	0.1	8.1	21.1
726.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.1
731.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.1
736.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
741.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
746.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
751.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
756.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
761.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
766.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
771.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
776.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
781.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
786.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
791.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
796.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
801.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.12
806.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
811.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
816.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
821.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
826.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
831.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
836.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
841.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
846.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
851.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
856.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
861.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
866.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
871.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.13
876.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
881.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
886.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
891.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
896.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
901.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
906.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
911.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
916.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
921.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
926.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
931.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
936.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
941.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
946.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
951.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
956.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
961.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
966.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
971.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
976.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
981.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
986.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
991.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
996.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1001.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1006.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1011.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1016.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1021.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1026.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1031.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1036.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1041.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1046.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1051.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1056.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1061.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1066.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1071.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1076.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1081.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1086.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1091.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1096.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1101.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1106.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1111.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1116.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1121.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1126.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1131.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1136.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1141.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1146.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1151.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1156.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.15
1161.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1166.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1171.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1176.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1181.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1186.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1191.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1196.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1201.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1206.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1211.00	6.4	4.8	5	-0.2	-0.1	0.2	0.1	8.1	21.16
1216.00	6.5	4.9	5.1	-0.2	-0.1	0.2	0.1	8.3	21.27
1221.00	6.7	5	5.3	-0.2	-0.1	0.2	0.1	8.5	21.39
1226.00	6.8	5.1	5.4	-0.2	-0.1	0.2	0.1	8.8	21.54
1231.00	6.9	5.2	5.5	-0.2	-0.1	0.2	0.1	9.1	21.67
1236.00	7.1	5.4	5.6	-0.2	-0.1	0.2	0.1	9.3	21.81
1241.00	7.3	5.5	5.7	-0.2	-0.1	0.2	0.1	9.6	21.96
1246.00	7.4	5.6	5.8	-0.2	-0.1	0.2	0.1	9.8	22.09
1251.00	7.6	5.8	6	-0.2	-0.1	0.2	0.1	10	22.24
1256.00	7.8	5.9	6.1	-0.2	-0.1	0.2	0.1	10.3	22.41
1261.00	8	6	6.3	-0.2	-0.1	0.2	0.1	10.5	22.56
1266.00	8.1	6.2	6.4	-0.2	-0.1	0.2	0.1	10.8	22.69
1271.00	8.3	6.3	6.5	-0.2	-0.1	0.2	0.1	11	22.86
1276.00	8.5	6.5	6.6	-0.2	-0.1	0.2	0.1	11.3	23.02
1281.00	8.7	6.6	6.8	-0.3	-0.1	0.3	0.1	11.6	23.16
1286.00	8.8	6.7	7	-0.3	-0.1	0.3	0.1	11.8	23.29
1291.00	9	6.8	7.1	-0.3	-0.1	0.3	0.1	12	23.44
1296.00	9.2	7	7.2	-0.3	-0.1	0.3	0.1	12.3	23.61
1301.00	9.4	7.1	7.3	-0.3	-0.1	0.3	0.1	12.5	23.74
1306.00	9.6	7.2	7.4	-0.3	-0.1	0.3	0.1	12.8	23.89
1311.00	9.8	7.4	7.5	-0.3	-0.1	0.3	0.1	13	24.03
1316.00	10	7.5	7.7	-0.3	-0.1	0.3	0.1	13.3	24.21
1321.00	10.1	7.7	7.9	-0.3	-0.1	0.3	0.1	13.5	24.36
1326.00	10.3	7.7	8	-0.3	-0.1	0.3	0.1	13.8	24.48
1331.00	10.4	7.9	8.2	-0.3	-0.1	0.3	0.1	14	24.63
1336.00	10.7	8.1	8.3	-0.3	-0.1	0.3	0.1	14.3	24.79
1341.00	10.8	8.2	8.4	-0.3	-0.1	0.3	0.1	14.5	24.93
1346.00	11	8.3	8.6	-0.3	-0.1	0.3	0.1	14.8	25.06
1351.00	11.1	8.5	8.7	-0.3	-0.1	0.3	0.1	15	25.2
1356.00	11.2	8.5	8.7	-0.3	-0.1	0.3	0.1	15	25.21
1361.00	11.2	8.5	8.7	-0.3	-0.1	0.3	0.1	15	25.21
1366.00	11.2	8.6	8.7	-0.3	-0.1	0.3	0.1	15	25.23
1371.00	11.3	8.6	8.7	-0.3	-0.1	0.3	0.1	15	25.24
1376.00	11.3	8.6	8.8	-0.3	-0.1	0.3	0.1	15	25.27
1381.00	11.3	8.6	8.8	-0.3	-0.1	0.3	0.1	15	25.27
1386.00	11.4	8.7	8.9	-0.3	-0.1	0.3	0.1	15.2	25.39
1391.00	11.5	8.8	9	-0.3	-0.1	0.3	0.1	15.5	25.51
1396.00	11.8	8.9	9.1	-0.3	-0.1	0.3	0.1	15.8	25.68
1401.00	11.9	9	9.2	-0.3	-0.1	0.3	0.1	16	25.83
1406.00	12.1	9.2	9.3	-0.3	-0.1	0.3	0.1	16.2	25.96
1411.00	12.3	9.3	9.5	-0.3	-0.1	0.3	0.1	16.5	26.08
1416.00	12.5	9.4	9.7	-0.3	-0.1	0.3	0.1	16.7	26.25
1421.00	12.6	9.6	9.7	-0.3	-0.1	0.3	0.1	17	26.38
1426.00	12.8	9.7	9.9	-0.3	-0.1	0.3	0.1	17.2	26.52
1431.00	13	9.8	10	-0.3	-0.1	0.3	0.1	17.5	26.65
1436.00	13.2	10	10.1	-0.3	-0.1	0.3	0.1	17.7	26.82
1441.00	13.3	10.2	10.3	-0.3	-0.1	0.3	0.1	18	26.95
1446.00	13.5	10.3	10.5	-0.3	-0.1	0.3	0.1	18.2	27.1
1451.00	13.7	10.4	10.6	-0.3	-0.2	0.3	0.2	18.4	27.25
1456.00	13.9	10.5	10.8	-0.3	-0.2	0.3	0.2	18.7	27.4
1461.00	14.1	10.7	10.9	-0.3	-0.2	0.3	0.2	19	27.54
1466.00	14.2	10.9	11.1	-0.3	-0.2	0.3	0.2	19.2	27.69
1471.00	14.4	10.9	11.2	-0.3	-0.2	0.3	0.2	19.4	27.84
1476.00	14.6	11	11.4	-0.3	-0.2	0.3	0.2	19.7	27.99
1481.00	14.8	11.1	11.5	-0.3	-0.2	0.3	0.2	20	28.14
1486.00	15	11.4	11.6	-0.3	-0.2	0.3	0.2	20.2	28.29
1491.00	15.2	11.4	11.7	-0.3	-0.2	0.3	0.2	20.4	28.42
1496.00	15.4	11.7	11.9	-0.3	-0.2	0.3	0.2	20.7	28.57
1501.00	15.6	11.8	12	-0.3	-0.2	0.3	0.2	20.9	28.71
1506.00	15.8	12	12.1	-0.3	-0.2	0.3	0.2	21.2	28.87
1511.00	15.9	12.1	12.2	-0.3	-0.2	0.3	0.2	21.4	29.01
1516.00	16.2	12.3	12.3	-0.3	-0.2	0.3	0.2	21.7	29.17
1521.00	16.4	12.4	12.5	-0.3	-0.2	0.3	0.2	21.9	29.32
1526.00	16.5	12.5	12.7	-0.3	-0.2	0.3	0.2	22.2	29.46
1531.00	16.7	12.6	12.8	-0.3	-0.2	0.3	0.2	22.4	29.59
1536.00	16.9	12.8	13	-0.3	-0.2	0.3	0.2	22.7	29.74
1541.00	17.1	12.9	13.1	-0.3	-0.2	0.3	0.2	22.9	29.88
1546.00	17.3	13.1	13.2	-0.3	-0.2	0.3	0.2	23.2	30.03
1551.00	17.5	13.2	13.3	-0.3	-0.2	0.3	0.2	23.4	30.18
1556.00	17.6	13.3	13.4	-0.3	-0.2	0.3	0.2	23.7	30.34
1561.00	17.8	13.5	13.6	-0.3	-0.2	0.3	0.2	23.9	30.48
1566.00	18	13.6	13.7	-0.3	-0.2	0.3	0.2	24.2	30.61
1571.00	18.1	13.7	13.9	-0.3	-0.2	0.3	0.2	24.4	30.76
1576.00	18.3	13.9	14	-0.3	-0.2	0.3	0.2	24.7	30.93
1581.00	18.5	14.1	14.1	-0.3	-0.2	0.3	0.2	24.9	31.06
1586.00	18.6	14.1	14.2	-0.3	-0.2	0.3	0.2	25	31.14
1591.00	18.6	14.2	14.2	-0.3	-0.2	0.3	0.2	25	31.15
1596.00	18.6	14.2	14.2	-0.3	-0.2	0.3	0.2	25	31.18
1601.00	18.7	14.2	14.2	-0.3	-0.2	0.3	0.2	25	31.2
1606.00	18.7	14.2	14.2	-0.3	-0.2	0.3	0.2	25	31.21
1611.00	18.7	14.2	14.2	-0.3	-0.2	0.3	0.2	25	31.21
1616.00	18.9	14.3	14.4	-0.3	-0.2	0.3	0.2	25.2	31.32
1621.00	19	14.4	14.5	-0.3	-0.2	0.3	0.2	25.4	31.45
1626.00	19.2	14.5	14.6	-0.3	-0.2	0.3	0.2	25.7	31.59
1631.00	19.3	14.6	14.7	-0.3	-0.2	0.3	0.2	25.9	31.74
1636.00	19.5	14.8	14.9	-0.3	-0.2	0.3	0.2	26.2	31.9
1641.00	19.7	14.9	15	-0.3	-0.2	0.3	0.2	26.4	32.02
1646.00	19.9	15.1	15.1	-0.3	-0.2	0.3	0.2	26.6	32.16
1651.00	20	15.2	15.2	-0.3	-0.2	0.3	0.2	26.9	32.31
1656.00	20.2	15.4	15.4	-0.4	-0.2	0.4	0.2	27.2	32.47
1661.00	20.3	15.5	15.6	-0.4	-0.2	0.4	0.2	27.4	32.61
1666.00	20.5	15.7	15.7	-0.4	-0.2	0.4	0.2	27.6	32.76
1671.00	20.7	15.7	15.8	-0.4	-0.2	0.4	0.2	27.9	32.89
1676.00	20.9	15.9	16	-0.4	-0.2	0.4	0.2	28.2	33.06
1681.00	21	16	16.1	-0.4	-0.2	0.4	0.2	28.4	33.21
1686.00	21.3	16.1	16.2	-0.4	-0.2	0.4	0.2	28.6	33.34
1691.00	21.4	16.3	16.4	-0.4	-0.2	0.4	0.2	28.9	33.49
1696.00	21.6	16.5	16.5	-0.4	-0.2	0.4	0.2	29.1	33.67
1701.00	21.8	16.6	16.6	-0.4	-0.2	0.4	0.2	29.4	33.79
1706.00	22	16.7	16.8	-0.4	-0.2	0.4	0.2	29.7	33.94
1711.00	22.2	16.9	16.9	-0.4	-0.2	0.4	0.2	29.9	34.08
1716.00	22.4	17	17.1	-0.4	-0.2	0.4	0.2	30.1	34.26
1721.00	22.5	17.1	17.2	-0.4	-0.2	0.4	0.2	30.4	34.41
1726.00	22.7	17.3	17.3	-0.4	-0.2	0.4	0.2	30.6	34.54
1731.00	22.9	17.4	17.5	-0.4	-0.2	0.4	0.2	30.8	34.69
1736.00	23.1	17.6	17.6	-0.4	-0.2	0.4	0.2	31.1	34.86
1741.00	23.3	17.7	17.8	-0.4	-0.2	0.4	0.2	31.4	34.99
1746.00	23.5	17.8	18	-0.4	-0.2	0.4	0.2	31.6	35.14
1751.00	23.6	18	18.1	-0.4	-0.2	0.4	0.2	31.8	35.29
1756.00	23.9	18.1	18.3	-0.4	-0.2	0.4	0.2	32.1	35.46
1761.00	24.1	18.2	18.4	-0.4	-0.2	0.4	0.2	32.4	35.59
1766.00	24.2	18.3	18.5	-0.4	-0.2	0.4	0.2	32.6	35.74
